Material,Wholesaler,HLs,Dates,Date Difference
63482,29379855,"[0.6, 0.6, 4.2, 0.6, 4.2, 4.2, 4.2, 0.0, 4.2, 4.2]","[Timestamp('2019-09-30 00:00:00'), Timestamp('2020-01-20 00:00:00'), Timestamp('2020-01-27 00:00:00'), Timestamp('2020-05-06 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-09-22 00:00:00'), Timestamp('2020-10-01 00:00:00'), Timestamp('2020-10-08 00:00:00')]","[112, 7, 100, 19, 42, 50, 28, 9, 7, 1]"
63482,29379829,"[4.2, 4.2, 4.2, 0.6, 4.2, 4.2, 4.2]","[Timestamp('2019-08-09 00:00:00'), Timestamp('2019-08-27 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2020-04-28 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-08-20 00:00:00')]","[18, 91, 154, 28, 66, 20, 1]"
63482,29635311,"[1.8, 4.2, 1.2, 1.2, 1.8, 4.2, 4.2, 4.2, 4.2]","[Timestamp('2019-08-26 00:00:00'), Timestamp('2019-11-07 00:00:00'), Timestamp('2020-04-15 00:00:00'), Timestamp('2020-04-27 00:00:00'), Timestamp('2020-05-11 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-08-10 00:00:00'), Timestamp('2020-08-12 00:00:00')]","[73, 160, 12, 14, 15, 59, 17, 2, 1]"
63482,29379626,"[0.6, 0.6, 0.6, 0.6]","[Timestamp('2020-06-03 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-29 00:00:00')]","[14, 29, 13, 1]"
63482,29379862,"[0.6, 0.6, 0.6, 0.6]","[Timestamp('2019-08-12 00:00:00'), Timestamp('2019-08-26 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-08-25 00:00:00')]","[14, 296, 69, 1]"
63482,29379067,"[0.6, 0.6, 0.6, 0.6, 1.2, 0.6, 2.4, 4.2, 4.2, 4.2, 4.2, 4.2, 1.8]","[Timestamp('2019-10-14 00:00:00'), Timestamp('2019-11-13 00:00:00'), Timestamp('2019-12-10 00:00:00'), Timestamp('2019-12-18 00:00:00'), Timestamp('2020-01-13 00:00:00'), Timestamp('2020-03-31 00:00:00'), Timestamp('2020-04-20 00:00:00'), Timestamp('2020-05-19 00:00:00'), Timestamp('2020-06-01 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-09-29 00:00:00'), Timestamp('2021-02-16 00:00:00')]","[30, 27, 8, 26, 78, 20, 29, 13, 65, 14, 41, 140, 1]"
63482,29379283,"[1.2, 1.8, 1.2, 0.6, 0.6, 1.2, 1.2, 1.8, 1.8, 1.8, 1.2, 0.6, 0.6, 1.2, 1.2, 1.8, 4.2, 4.2]","[Timestamp('2019-08-06 00:00:00'), Timestamp('2019-09-05 00:00:00'), Timestamp('2020-01-13 00:00:00'), Timestamp('2020-02-18 00:00:00'), Timestamp('2020-03-03 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-09-23 00:00:00'), Timestamp('2020-10-21 00:00:00'), Timestamp('2020-12-01 00:00:00'), Timestamp('2020-12-02 00:00:00'), Timestamp('2020-12-15 00:00:00'), Timestamp('2021-01-26 00:00:00'), Timestamp('2021-02-04 00:00:00')]","[30, 130, 36, 14, 93, 19, 23, 11, 9, 29, 20, 28, 41, 1, 13, 42, 9, 1]"
63482,29379684,"[1.2, 4.2, 3.6]","[Timestamp('2019-09-19 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-07-30 00:00:00')]","[249, 66, 1]"
63482,29379820,"[1.8, 1.8, 2.4, 0.6, 0.6, 1.2, 2.4, 1.2, 4.2]","[Timestamp('2019-08-02 00:00:00'), Timestamp('2019-08-21 00:00:00'), Timestamp('2019-09-05 00:00:00'), Timestamp('2020-01-24 00:00:00'), Timestamp('2020-05-19 00:00:00'), Timestamp('2020-06-01 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2021-02-08 00:00:00')]","[19, 15, 141, 116, 13, 2, 50, 200, 1]"
63482,29563495,"[1.8, 0.6, 1.8, 0.6, 1.2, 1.2, 1.2, 1.2, 1.2, 1.2]","[Timestamp('2020-05-11 00:00:00'), Timestamp('2020-05-29 00:00:00'), Timestamp('2020-06-19 00:00:00'), Timestamp('2020-07-07 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-04 00:00:00'), Timestamp('2020-08-14 00:00:00'), Timestamp('2020-09-03 00:00:00')]","[18, 21, 18, 9, 5, 7, 7, 10, 20, 1]"
63482,29379667,"[1.2, 1.2]","[Timestamp('2020-07-01 00:00:00'), Timestamp('2020-07-02 00:00:00')]","[1, 1]"
63482,29379826,"[1.8, 4.2, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]","[Timestamp('2019-09-05 00:00:00'), Timestamp('2019-09-18 00:00:00'), Timestamp('2019-11-15 00:00:00'), Timestamp('2019-12-03 00:00:00'), Timestamp('2020-04-29 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-08-28 00:00:00'), Timestamp('2020-09-16 00:00:00')]","[13, 58, 18, 148, 35, 86, 19, 1]"
63482,29379671,[0.6],[Timestamp('2019-10-24 00:00:00')],[1]
63482,29379613,"[0.6, 0.6]","[Timestamp('2020-01-02 00:00:00'), Timestamp('2020-02-19 00:00:00')]","[48, 1]"
63482,29379623,"[1.8, 1.2, 1.8, 1.8, 1.2, 0.6, 0.6]","[Timestamp('2019-08-08 00:00:00'), Timestamp('2019-10-24 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-09-17 00:00:00'), Timestamp('2020-10-27 00:00:00')]","[77, 277, 2, 9, 41, 40, 1]"
63482,29379896,[0.6],[Timestamp('2019-09-10 00:00:00')],[1]
63482,29974413,"[8.4, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 8.4, 8.4, 4.2, 4.2, 4.2, 8.4, 4.2, 4.2, 4.2, 4.2, 4.2]","[Timestamp('2019-09-24 00:00:00'), Timestamp('2019-11-21 00:00:00'), Timestamp('2020-01-16 00:00:00'), Timestamp('2020-02-20 00:00:00'), Timestamp('2020-05-07 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-15 00:00:00'), Timestamp('2020-06-29 00:00:00'), Timestamp('2020-08-04 00:00:00'), Timestamp('2020-08-14 00:00:00'), Timestamp('2020-08-20 00:00:00'), Timestamp('2020-09-08 00:00:00'), Timestamp('2020-09-24 00:00:00'), Timestamp('2020-10-13 00:00:00'), Timestamp('2020-12-02 00:00:00'), Timestamp('2021-01-06 00:00:00'), Timestamp('2021-01-26 00:00:00'), Timestamp('2021-02-08 00:00:00')]","[58, 56, 35, 77, 18, 14, 7, 14, 36, 10, 6, 19, 16, 19, 50, 35, 20, 13, 1]"
63482,29446255,"[16.8, 8.4, 4.2, 4.2, 8.4, 4.2, 4.2, 8.4, 8.4, 12.6, 8.4, 29.4, 16.8, 21.0, 12.6, 12.6, 16.8, 8.4, 8.4, 16.8, 25.2, 12.6, 8.4, 8.4, 12.6, 4.2, 4.2]","[Timestamp('2019-08-20 00:00:00'), Timestamp('2019-09-04 00:00:00'), Timestamp('2019-10-02 00:00:00'), Timestamp('2019-12-30 00:00:00'), Timestamp('2020-01-14 00:00:00'), Timestamp('2020-01-29 00:00:00'), Timestamp('2020-02-12 00:00:00'), Timestamp('2020-03-03 00:00:00'), Timestamp('2020-05-07 00:00:00'), Timestamp('2020-05-19 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-05-29 00:00:00'), Timestamp('2020-06-01 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-08-31 00:00:00'), Timestamp('2020-09-07 00:00:00'), Timestamp('2020-09-29 00:00:00'), Timestamp('2020-12-07 00:00:00'), Timestamp('2020-12-28 00:00:00'), Timestamp('2021-01-12 00:00:00'), Timestamp('2021-02-03 00:00:00'), Timestamp('2021-02-08 00:00:00')]","[15, 28, 89, 15, 15, 14, 20, 65, 12, 7, 3, 3, 3, 41, 8, 13, 6, 6, 14, 7, 22, 69, 21, 15, 22, 5, 1]"
63482,29804035,"[4.2, 4.2, 4.2, 0.0, 0.0, 4.2, 4.2, 4.2, 4.2, 4.2, 8.4, 8.4, 8.4, 8.4, 8.4, 4.2, 4.2, 4.2, 4.2, 4.2]","[Timestamp('2019-08-01 00:00:00'), Timestamp('2019-09-19 00:00:00'), Timestamp('2020-02-18 00:00:00'), Timestamp('2020-04-23 00:00:00'), Timestamp('2020-04-30 00:00:00'), Timestamp('2020-05-01 00:00:00'), Timestamp('2020-05-13 00:00:00'), Timestamp('2020-05-24 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-09-16 00:00:00'), Timestamp('2020-12-09 00:00:00'), Timestamp('2021-01-12 00:00:00'), Timestamp('2021-02-09 00:00:00'), Timestamp('2021-02-19 00:00:00')]","[49, 152, 65, 7, 1, 12, 11, 15, 1, 8, 13, 22, 8, 18, 30, 84, 34, 28, 10, 1]"
63482,29986364,"[4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 4.2, 2.4, 4.2, 4.2]","[Timestamp('2019-10-01 00:00:00'), Timestamp('2019-11-26 00:00:00'), Timestamp('2020-01-14 00:00:00'), Timestamp('2020-04-15 00:00:00'), Timestamp('2020-04-21 00:00:00'), Timestamp('2020-05-22 00:00:00'), Timestamp('2020-05-27 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-07-20 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-09-01 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2020-11-05 00:00:00'), Timestamp('2020-12-11 00:00:00'), Timestamp('2020-12-17 00:00:00')]","[56, 49, 92, 6, 31, 5, 14, 40, 18, 25, 13, 52, 36, 6, 1]"
81408,29379853,"[8.4, 8.4, 8.4, 8.4]","[Timestamp('2020-07-02 00:00:00'), Timestamp('2020-08-21 00:00:00'), Timestamp('2020-09-01 00:00:00'), Timestamp('2020-09-16 00:00:00')]","[50, 11, 15, 1]"
81408,29379855,[0.6],[Timestamp('2021-02-22 00:00:00')],[1]
81408,29379829,[4.2],[Timestamp('2020-08-27 00:00:00')],[1]
81408,29379661,"[1.2, 0.6]","[Timestamp('2020-07-24 00:00:00'), Timestamp('2020-09-24 00:00:00')]","[62, 1]"
81408,29379862,"[4.2, 4.2]","[Timestamp('2020-08-25 00:00:00'), Timestamp('2020-09-15 00:00:00')]","[21, 1]"
81408,29379610,"[1.8, 1.2, 1.2]","[Timestamp('2020-08-24 00:00:00'), Timestamp('2020-09-04 00:00:00'), Timestamp('2020-09-18 00:00:00')]","[11, 14, 1]"
81408,29379283,"[3.0, 0.6, 0.6, 2.4, 1.8]","[Timestamp('2020-08-05 00:00:00'), Timestamp('2020-12-01 00:00:00'), Timestamp('2020-12-02 00:00:00'), Timestamp('2020-12-15 00:00:00'), Timestamp('2021-01-26 00:00:00')]","[118, 1, 13, 42, 1]"
81408,29379684,"[1.8, 1.8, 0.6, 0.6, 0.6]","[Timestamp('2020-07-06 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-11-30 00:00:00'), Timestamp('2021-01-26 00:00:00'), Timestamp('2021-01-29 00:00:00')]","[37, 110, 57, 3, 1]"
81408,29379651,[4.2],[Timestamp('2020-11-19 00:00:00')],[1]
81408,29379820,"[1.2, 0.6, 4.2]","[Timestamp('2020-10-15 00:00:00'), Timestamp('2021-01-27 00:00:00'), Timestamp('2021-02-08 00:00:00')]","[104, 12, 1]"
81408,29379625,"[4.2, 4.2, 4.2]","[Timestamp('2020-07-07 00:00:00'), Timestamp('2020-08-10 00:00:00'), Timestamp('2020-08-18 00:00:00')]","[34, 8, 1]"
81408,29379865,[4.2],[Timestamp('2020-07-30 00:00:00')],[1]
81408,29563495,"[2.4, 0.6, 1.2, 0.6, 0.6]","[Timestamp('2020-07-21 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-09-23 00:00:00'), Timestamp('2020-09-30 00:00:00')]","[28, 16, 20, 7, 1]"
81408,29379673,[0.6],[Timestamp('2020-10-12 00:00:00')],[1]
81408,29379658,[0.6],[Timestamp('2020-10-13 00:00:00')],[1]
81408,29379668,[1.2],[Timestamp('2020-09-09 00:00:00')],[1]
81408,29379826,[0.6],[Timestamp('2020-08-28 00:00:00')],[1]
81408,29379819,[0.6],[Timestamp('2020-07-16 00:00:00')],[1]
81408,29379611,[1.8],[Timestamp('2020-09-11 00:00:00')],[1]
81408,29379604,"[1.2, 1.2]","[Timestamp('2020-07-07 00:00:00'), Timestamp('2020-09-04 00:00:00')]","[59, 1]"
81408,29379623,"[2.4, 2.4, 4.2, 4.2]","[Timestamp('2020-07-27 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-09-17 00:00:00')]","[2, 9, 41, 1]"
81408,29974413,"[16.8, 4.2, 8.4, 4.2]","[Timestamp('2020-07-22 00:00:00'), Timestamp('2020-08-20 00:00:00'), Timestamp('2020-09-02 00:00:00'), Timestamp('2020-10-13 00:00:00')]","[29, 13, 41, 1]"
81408,29750335,[4.2],[Timestamp('2020-10-07 00:00:00')],[1]
81408,29986364,[21.0],[Timestamp('2021-02-14 00:00:00')],[1]
79923,29379621,[0.9504],[Timestamp('2020-06-24 00:00:00')],[1]
79923,29379626,[0.9504],[Timestamp('2020-07-29 00:00:00')],[1]
79923,29379676,"[1.0296, 0.9504, 0.9504, 1.0296, 1.0296, 1.0296]","[Timestamp('2020-07-01 00:00:00'), Timestamp('2020-07-10 00:00:00'), Timestamp('2020-07-20 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-13 00:00:00'), Timestamp('2020-08-26 00:00:00')]","[9, 10, 17, 7, 13, 1]"
79923,29379841,"[1.9008, 0.9504, 0.9504]","[Timestamp('2020-07-17 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2020-10-22 00:00:00')]","[59, 38, 1]"
79923,29379116,"[0.9504, 0.9504]","[Timestamp('2020-08-03 00:00:00'), Timestamp('2020-08-12 00:00:00')]","[9, 1]"
79923,29379283,"[0.9504, 0.9504, 0.9504, 0.9504, 0.9504, 0.9504, 0.9504]","[Timestamp('2020-06-23 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-08-14 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2021-01-26 00:00:00')]","[23, 11, 9, 9, 20, 145, 1]"
79923,29379556,[0.9504],[Timestamp('2020-09-29 00:00:00')],[1]
79923,29563817,[0.9504],[Timestamp('2020-08-20 00:00:00')],[1]
79923,29379566,[0.9504],[Timestamp('2020-09-22 00:00:00')],[1]
79923,29379838,"[0.9504, 0.396, 0.396, 0.594]","[Timestamp('2020-06-16 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-10-21 00:00:00')]","[29, 35, 63, 1]"
79923,29563834,"[0.396, 0.9504]","[Timestamp('2020-08-03 00:00:00'), Timestamp('2020-08-17 00:00:00')]","[14, 1]"
79923,29379687,[0.9504],[Timestamp('2020-06-22 00:00:00')],[1]
79923,29563495,"[0.9504, 0.9504, 0.9504, 0.9504, 0.9504, 0.9504, 0.9504]","[Timestamp('2020-06-19 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-08-14 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-08-26 00:00:00'), Timestamp('2020-09-23 00:00:00')]","[27, 5, 24, 4, 8, 28, 1]"
79923,29379673,[0.9504],[Timestamp('2020-09-25 00:00:00')],[1]
79923,29379857,"[1.9008, 0.9504, 0.9504, 0.9504]","[Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-08-03 00:00:00'), Timestamp('2020-09-11 00:00:00')]","[12, 7, 39, 1]"
79923,29378967,[0.9504],[Timestamp('2020-07-01 00:00:00')],[1]
79923,29431121,"[5.7024, 0.0, 0.0, 0.0, 0.0, 0.4752]","[Timestamp('2020-06-17 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2020-12-21 00:00:00')]","[30, 7, 14, 38, 98, 1]"
79923,29563832,[0.9504],[Timestamp('2020-07-09 00:00:00')],[1]
79923,29379826,"[0.9504, 0.9504]","[Timestamp('2020-07-10 00:00:00'), Timestamp('2020-09-25 00:00:00')]","[77, 1]"
79923,29379437,"[0.9504, 0.9504, 1.8216, 1.9008, 1.9008, 1.9008]","[Timestamp('2020-06-17 00:00:00'), Timestamp('2020-07-01 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-08-10 00:00:00')]","[14, 16, 10, 4, 10, 1]"
79923,29379657,"[0.792, 0.594, 0.396]","[Timestamp('2020-06-09 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-08-03 00:00:00')]","[43, 12, 1]"
79923,29379615,"[0.396, 0.396]","[Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-10 00:00:00')]","[4, 1]"
79923,29379827,"[0.9504, 0.9504, 0.9504, 0.9504, 0.9504, 0.9504]","[Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-09-02 00:00:00'), Timestamp('2020-09-22 00:00:00')]","[6, 8, 20, 15, 20, 1]"
79923,29563833,"[0.9504, 0.9504, 1.9008, 0.9504]","[Timestamp('2020-06-08 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-08-07 00:00:00')]","[39, 13, 8, 1]"
79923,29378966,[0.9504],[Timestamp('2020-06-10 00:00:00')],[1]
79923,29430384,[0.9504],[Timestamp('2020-07-15 00:00:00')],[1]
79923,29379612,[0.9504],[Timestamp('2020-07-15 00:00:00')],[1]
79923,29379613,[0.9504],[Timestamp('2020-07-06 00:00:00')],[1]
79923,29379604,[0.9504],[Timestamp('2020-07-31 00:00:00')],[1]
79923,29722953,"[1.9008, 0.9504, 0.9504, 1.9008, 0.0]","[Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-09-02 00:00:00'), Timestamp('2020-09-23 00:00:00')]","[14, 21, 35, 21, 1]"
79923,29839429,[0.9108],[Timestamp('2020-07-08 00:00:00')],[1]
79923,29986364,"[5.7024, 0.9504, 1.9008, 1.9008]","[Timestamp('2020-06-30 00:00:00'), Timestamp('2020-09-01 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2021-01-24 00:00:00')]","[63, 13, 132, 1]"
79923,40001857,[0.2376],[Timestamp('2020-08-26 00:00:00')],[1]
79894,29379841,"[0.9504, 0.9504]","[Timestamp('2020-07-17 00:00:00'), Timestamp('2020-10-22 00:00:00')]","[97, 1]"
79894,29379283,"[0.9504, 0.9504]","[Timestamp('2020-07-01 00:00:00'), Timestamp('2021-01-26 00:00:00')]","[209, 1]"
79894,29563817,[0.9504],[Timestamp('2020-07-06 00:00:00')],[1]
79894,29379641,[0.9504],[Timestamp('2020-10-20 00:00:00')],[1]
79894,29563495,[0.9108],[Timestamp('2020-07-28 00:00:00')],[1]
79894,29379849,[0.9504],[Timestamp('2020-07-17 00:00:00')],[1]
79894,29379657,[0.9504],[Timestamp('2020-07-02 00:00:00')],[1]
79894,29722953,"[0.9504, 0.9504]","[Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-29 00:00:00')]","[21, 1]"
79894,29986364,[5.7024],[Timestamp('2020-06-30 00:00:00')],[1]
72328,29378784,"[1.2, 0.0]","[Timestamp('2020-06-23 00:00:00'), Timestamp('2020-09-15 00:00:00')]","[84, 1]"
72328,29379853,"[33.6, 8.4, 4.2, 75.6, 42.0, 21.0, 21.0, 21.0, 21.0, 21.0, 21.0]","[Timestamp('2020-05-20 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-06-12 00:00:00'), Timestamp('2020-07-02 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-08-13 00:00:00')]","[5, 1, 17, 20, 13, 6, 7, 9, 1, 6, 1]"
72328,29379855,"[16.8, 8.4, 4.2, 8.4, 4.2, 8.4, 8.4, 4.2, 4.2, 16.8, 8.4, 4.2, 8.4, 4.2, 4.2, 4.2, 4.2]","[Timestamp('2020-05-06 00:00:00'), Timestamp('2020-05-18 00:00:00'), Timestamp('2020-05-25 00:00:00'), Timestamp('2020-06-01 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-06-15 00:00:00'), Timestamp('2020-06-22 00:00:00'), Timestamp('2020-06-29 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-04 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-08-18 00:00:00')]","[12, 7, 7, 2, 5, 2, 5, 7, 7, 7, 15, 7, 7, 7, 1, 6, 1]"
72328,29379635,"[1.2, 4.2]","[Timestamp('2020-05-22 00:00:00'), Timestamp('2020-06-16 00:00:00')]","[25, 1]"
72328,29379829,"[8.4, 8.4, 8.4, 8.4, 8.4, 8.4, 12.6, 8.4, 8.4, 4.2, 0.0]","[Timestamp('2020-05-26 00:00:00'), Timestamp('2020-06-02 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-07-10 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-20 00:00:00'), Timestamp('2020-08-27 00:00:00'), Timestamp('2020-09-04 00:00:00')]","[7, 2, 32, 4, 13, 8, 6, 14, 7, 8, 1]"
72328,29378785,"[100.8, 33.6, 4.8, 4.8]","[Timestamp('2020-05-11 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-07-10 00:00:00'), Timestamp('2020-08-21 00:00:00')]","[31, 29, 42, 1]"
72328,29635311,"[16.8, 25.200000000000003, 25.2, 33.6]","[Timestamp('2020-05-20 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-06-10 00:00:00')]","[6, 10, 5, 1]"
72328,29378992,"[4.2, 8.4, 4.2, 8.4, 4.2]","[Timestamp('2020-05-19 00:00:00'), Timestamp('2020-06-15 00:00:00'), Timestamp('2020-07-01 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-13 00:00:00')]","[27, 16, 27, 16, 1]"
72328,29595514,"[8.4, 67.2, 37.8, 8.4, 54.6, 8.4, 8.4]","[Timestamp('2020-05-25 00:00:00'), Timestamp('2020-05-29 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-06-16 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-03 00:00:00')]","[4, 6, 6, 6, 8, 9, 1]"
72328,29379695,"[4.2, 4.2, 8.4, 8.4, 8.4, 4.2, 4.2]","[Timestamp('2020-05-28 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-19 00:00:00'), Timestamp('2020-06-26 00:00:00'), Timestamp('2020-07-03 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-08-05 00:00:00')]","[7, 15, 7, 7, 6, 27, 1]"
72328,29563814,"[12.6, 1.8, 4.8]","[Timestamp('2020-05-25 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-06-26 00:00:00')]","[16, 16, 1]"
72328,29379067,"[8.4, 4.2, 4.2, 4.2]","[Timestamp('2020-05-19 00:00:00'), Timestamp('2020-06-01 00:00:00'), Timestamp('2020-06-18 00:00:00'), Timestamp('2020-07-08 00:00:00')]","[13, 17, 20, 1]"
72328,29379116,"[4.2, 2.4]","[Timestamp('2020-06-05 00:00:00'), Timestamp('2020-08-03 00:00:00')]","[59, 1]"
72328,29379610,"[16.8, 16.8, 16.8, 25.2, 4.2, 8.4, 8.4, 12.6, 8.4, 8.4]","[Timestamp('2020-05-18 00:00:00'), Timestamp('2020-05-26 00:00:00'), Timestamp('2020-05-28 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-07-02 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-08-14 00:00:00'), Timestamp('2020-08-21 00:00:00')]","[8, 2, 7, 28, 6, 9, 7, 21, 7, 1]"
72328,29379283,"[4.2, 4.2, 8.4, 4.2, 8.4]","[Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-08-05 00:00:00')]","[19, 23, 11, 9, 1]"
72328,29379684,"[1.8, 1.8, 1.8, 8.4]","[Timestamp('2020-05-25 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-07-30 00:00:00')]","[52, 5, 9, 1]"
72328,29379651,"[4.2, 33.6, 37.8]","[Timestamp('2020-05-28 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-17 00:00:00')]","[7, 13, 1]"
72328,29379820,"[21.0, 12.6, 0.6]","[Timestamp('2020-05-19 00:00:00'), Timestamp('2020-06-02 00:00:00'), Timestamp('2021-01-27 00:00:00')]","[14, 239, 1]"
72328,29379556,"[4.2, 4.2, 4.2, 4.2]","[Timestamp('2020-05-29 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-06-16 00:00:00')]","[5, 6, 7, 1]"
