Wholesaler,Date,HLs,Materials
29563814,2020-08-27,"[4.2, 4.8, 20.0, 4.8, 38.4, 12.6, 3.36, 8.4, 4.2, 4.752, 0.6, 3.6, 4.2, 1.2, 12.0, 4.8, 4.32, 12.0, 4.0, 4.2, 8.4, 4.0, 5.7024, 5.112, 1.2]","[3530, 5983, 9974, 10965, 11574, 11766, 18690, 19898, 20614, 30822, 33335, 39616, 48537, 53566, 54632, 63480, 63481, 63627, 66738, 66989, 70601, 74583, 76623, 77313, 80176]"
29563814,2020-09-24,"[33.6, 36.0, 4.2, 7.2, 8.0, 37.8, 4.2, 2.376, 4.2, 0.0, 1.8, 8.0, 4.4, 3.6, 4.752, 3.6, 4.2, 4.32, 8.0, 4.2, 0.0, 12.0, 4.0]","[3372, 3410, 3530, 5983, 9974, 10946, 10947, 10957, 11766, 18690, 53566, 54632, 54639, 59286, 59873, 60387, 61629, 63481, 66738, 66989, 70601, 71317, 74582]"
29563814,2020-10-06,"[28.8, 4.8, 8.4, 3.2, 24.0, 10.08, 4.2, 1.8, 8.0, 4.0, 12.6, 36.0, 25.2, 0.9798, 0.0, 5.7024, 5.112, 0.6]","[3410, 5983, 10946, 10965, 11574, 18690, 20614, 39616, 54632, 54639, 59848, 62706, 62707, 63445, 70601, 76623, 77313, 80176]"
29563814,2021-01-19,"[9.6, 8.4, 1.2, 37.8, 1.584, 8.4, 2.4, 8.4, 1.2, 10.8, 12.0, 6.72, 6.72, 33.6, 16.8, 4.8]","[3410, 3530, 10611, 10946, 10958, 11766, 17028, 19898, 48537, 53566, 61629, 63480, 63481, 66989, 70601, 71317]"
29379067,2019-08-27,"[0.792, 2.4, 0.6, 8.4, 2.4, 8.4, 0.6, 1.2, 0.7668, 1.8, 10.8, 4.0, 1.2, 1.2, 1.2]","[3337, 3410, 3530, 10946, 10947, 11766, 20614, 33335, 54232, 59847, 59848, 63627, 66989, 70601, 71316]"
29379067,2019-09-04,"[4.0, 1.6, 2.4, 2.8512, 27.0, 4.0]","[9974, 10965, 11574, 43113, 59848, 63627]"
29379067,2019-09-30,"[2.4, 4.2, 2.4, 4.2, 8.4, 0.6, 1.5336, 1.8, 16.2, 4.0, 0.6]","[3410, 10946, 10947, 11766, 19898, 48537, 54232, 59847, 59848, 63627, 66989]"
29379067,2019-10-14,"[4.2, 1.6, 4.2, 1.8, 21.6, 0.4752, 0.6, 12.0, 0.6, 1.2]","[10946, 10965, 11766, 59847, 59848, 61685, 63482, 63627, 70601, 71316]"
29379067,2019-10-24,"[4.8, 4.0, 3.2, 4.8, 0.7668, 0.792, 19.2, 16.8]","[3410, 9974, 10965, 11574, 54232, 59874, 62706, 62707]"
29379067,2019-11-13,"[1.584, 2.4, 4.2, 4.2, 1.8, 21.6, 16.8, 0.6, 0.6]","[3337, 3410, 10946, 19898, 59847, 59848, 62707, 63482, 66989]"
29379067,2019-12-10,"[2.4, 0.6, 4.0, 4.2, 0.6, 1.6, 8.4, 4.2, 0.6, 0.7668, 1.8, 21.6, 0.792, 0.6, 0.6, 8.0, 0.6, 1.2, 4.8]","[3410, 3530, 9974, 10946, 10947, 10965, 11766, 19898, 48537, 54232, 59847, 59848, 59874, 61629, 63482, 63627, 70601, 71316, 71317]"
29379067,2019-12-18,"[0.792, 4.2, 0.6, 1.6, 4.2, 0.6, 1.5336, 1.8, 10.8, 0.6, 16.0, 0.6]","[9937, 10946, 10947, 10965, 11766, 20614, 54232, 59847, 59848, 63482, 63627, 66989]"
29379067,2020-01-13,"[0.792, 2.4, 0.6, 4.0, 4.2, 1.2, 1.6, 4.2, 4.2, 0.6, 4.0, 0.6, 0.6, 0.7668, 1.8, 21.6, 1.584, 0.6, 1.2, 1.2, 0.6, 0.6, 9.6]","[3338, 3410, 3530, 9974, 10946, 10947, 10965, 11766, 19898, 20614, 37961, 48537, 53566, 54232, 59847, 59848, 59874, 61629, 63482, 66989, 70601, 71316, 71317]"
29379067,2020-02-17,"[2.4, 0.6, 4.0, 4.2, 3.2, 7.2, 4.2, 0.6, 0.6, 0.7668, 1.8, 43.2, 0.792, 0.6, 4.0, 1.2, 12.6, 4.8, 1.2, 0.6, 7.2, 0.9504]","[3410, 3530, 9974, 10946, 10965, 11574, 19898, 20614, 33335, 54232, 59847, 59848, 59874, 61629, 63627, 66989, 70572, 70579, 70601, 71316, 71317, 76623]"
29379067,2020-03-31,"[1.2, 4.2, 1.8, 8.4, 4.2, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]","[3530, 10946, 10947, 11766, 19898, 20614, 33335, 63482, 66989, 70601, 71316]"
29379067,2020-04-20,"[0.792, 8.4, 4.2, 8.4, 10.8, 1.2, 1.2, 0.6, 0.792, 0.6, 2.4, 1.8, 1.8, 1.8]","[3337, 10946, 10947, 11766, 19898, 33335, 48537, 53566, 59874, 61629, 63482, 66989, 70601, 71316]"
29379067,2020-05-19,"[1.2, 8.4, 4.2, 8.4, 8.4, 1.8, 4.2, 0.6, 0.6, 1.2, 4.2, 4.2, 4.2, 1.2, 8.4]","[3530, 10946, 10947, 11766, 19898, 20614, 33335, 48537, 53566, 61629, 63482, 66989, 70601, 71316, 72328]"
29379067,2020-06-01,"[0.792, 1.8, 4.0, 8.4, 4.2, 4.8, 4.8, 12.6, 8.4, 1.2, 1.8, 4.0, 1.2, 1.8, 3.6, 0.792, 2.4, 4.0, 4.2, 4.0, 1.2, 4.2, 2.4, 4.2, 1.704, 4.2]","[3337, 3530, 9974, 10946, 10947, 10965, 11574, 11766, 19898, 20614, 33335, 37961, 48537, 53566, 59847, 59874, 61629, 63311, 63482, 63627, 66989, 70601, 71316, 72328, 77313, 78356]"
29379067,2020-06-18,"[4.0, 4.2, 3.2, 8.4, 8.4, 21.6, 4.0, 0.6, 4.2, 0.852, 0.9504, 4.2]","[9974, 10947, 10965, 11766, 19898, 59848, 63627, 71316, 72328, 77313, 77589, 78356]"
29379067,2020-07-08,"[1.2, 4.0, 12.6, 4.2, 3.2, 12.6, 12.6, 1.8, 4.2, 1.8, 27.0, 1.584, 1.2, 4.0, 1.2, 4.2, 1.2, 2.4, 4.2, 5.112, 4.2]","[3530, 9974, 10946, 10947, 10965, 11766, 19898, 20614, 33335, 59847, 59848, 59874, 61629, 63627, 66989, 70601, 71316, 71317, 72328, 77313, 78356]"
29379067,2020-07-16,"[0.6, 21.0, 16.8, 3.36, 21.0, 2.4, 32.4, 1.8, 6.72, 4.0, 4.2, 4.2, 0.9504, 4.2]","[10611, 10946, 11766, 18690, 19898, 20614, 59848, 61629, 63481, 63627, 70601, 71316, 76623, 78356]"
29379067,2020-08-05,"[0.792, 0.792, 4.8, 1.2, 4.0, 4.2, 1.6, 12.6, 6.72, 25.2, 4.0, 0.6, 1.2, 32.4, 1.8, 4.2, 8.0, 4.2, 4.2, 4.2, 4.8, 8.4]","[3337, 3338, 3410, 3530, 9974, 10947, 10965, 11766, 18690, 19898, 37961, 48537, 53566, 59848, 61629, 63482, 63627, 66989, 70601, 71316, 71317, 78356]"
29379067,2020-08-19,"[1.2, 4.2, 4.2, 1.6, 8.4, 6.72, 1.2, 0.6, 3.36, 6.72, 4.2, 4.0, 4.2, 1.2]","[3530, 10946, 10947, 10965, 11766, 18690, 20614, 61629, 63480, 63481, 63482, 63627, 70601, 71316]"
29379067,2020-09-07,"[2.4, 1.2, 4.0, 8.4, 3.72, 1.6, 14.4, 16.8, 0.0, 16.8, 0.0, 0.0, 1.2, 5.4, 0.792, 0.0, 0.0, 6.72, 4.0, 4.2, 0.0, 4.2, 2.4, 4.2]","[3410, 3530, 9974, 10946, 10947, 10965, 11574, 11766, 18690, 19898, 20614, 33335, 53566, 59848, 59874, 61629, 63480, 63481, 63627, 66989, 70601, 71316, 71317, 78356]"
29379067,2020-09-29,"[0.792, 2.4, 1.2, 0.6, 4.2, 1.2, 0.0, 0.6, 10.8, 1.8, 4.2, 12.0, 0.0, 2.4, 4.2]","[3337, 3410, 3530, 10611, 10947, 20614, 33335, 53566, 59848, 61629, 63482, 63627, 70601, 71317, 78356]"
29379067,2020-10-13,"[0.792, 6.72, 1.8, 3.6, 10.8, 3.36, 10.08, 4.0, 1.8, 4.8]","[3338, 18690, 33335, 59847, 59848, 63480, 63481, 63627, 70601, 71317]"
29379067,2020-10-26,"[1.2, 4.0, 4.2, 1.6, 4.2, 4.2, 4.0, 0.6, 1.2, 1.2, 2.4, 16.8, 1.2, 1.2]","[3530, 9974, 10946, 10965, 11766, 19898, 37961, 48537, 53566, 61629, 62706, 62707, 70601, 71316]"
29379067,2020-12-14,"[0.6, 0.6, 8.4, 0.6, 8.4, 6.72, 8.4, 0.6, 1.2, 4.2]","[3530, 10611, 10946, 10947, 11766, 18690, 19898, 61629, 70601, 78356]"
29379067,2021-01-19,"[1.2, 8.4, 4.2, 8.4, 6.72, 8.4, 0.6, 1.2, 0.6, 1.2, 0.792, 1.2, 3.36, 6.72, 4.2, 4.2]","[3530, 10946, 10947, 11766, 18690, 19898, 20614, 33335, 48537, 53566, 59874, 61629, 63480, 63481, 66989, 70601]"
29379067,2021-02-16,"[0.792, 1.8, 8.4, 2.4, 12.6, 12.6, 1.2, 4.2, 0.6, 0.6, 1.2, 3.36, 6.72, 1.8, 2.4, 12.6, 4.2, 1.8, 4.2]","[3337, 3530, 10946, 10947, 11766, 19898, 20614, 33335, 48537, 53566, 61629, 63480, 63481, 63482, 66989, 70572, 70601, 71316, 78356]"
29379676,2019-08-09,"[4.752, 50.4, 21.6, 4.0, 0.6, 1.6, 21.6, 5.7024, 1.2, 36.8064, 10.8, 0.792, 1.2, 7.2]","[3337, 3372, 3410, 9974, 10947, 10965, 11574, 18827, 19898, 54232, 59848, 59874, 60505, 71317]"
29379676,2019-08-22,"[9.504, 36.0, 21.6, 8.0, 4.2, 0.6, 4.8, 36.0, 1.2, 5.7024, 1.8, 5.7024, 10.296, 18.4032, 10.8, 0.792, 1.584, 4.8]","[3337, 3372, 3410, 9974, 10946, 10947, 10965, 11574, 11766, 18827, 19898, 43113, 45918, 54232, 59848, 59873, 59874, 71317]"
29379676,2019-08-23,"[4.752, 14.4, 21.6, 4.0, 0.6, 1.584, 5.7024, 4.2, 0.792, 3.6]","[3337, 3372, 3410, 9974, 10947, 10957, 18827, 29777, 59874, 60505]"
29379676,2019-09-06,"[9.504, 21.6, 1.584, 1.6, 1.8, 0.792, 0.792, 4.8]","[3337, 3410, 10957, 10965, 59847, 59873, 59874, 71317]"
29379676,2019-09-13,"[4.752, 14.4, 4.0, 4.8, 14.4, 5.4, 4.0, 14.4]","[3337, 3410, 9974, 10965, 11574, 59848, 63627, 71317]"
29379676,2019-09-24,"[0.792, 21.6, 12.0, 9.6, 28.8, 0.0, 1.2, 10.8, 0.792, 4.0]","[3338, 3410, 9974, 10965, 11574, 15800, 19898, 59847, 59873, 63627]"
29379676,2019-10-03,"[9.504, 4.2, 4.752, 27.6048, 10.8, 14.4]","[3337, 10946, 10957, 54232, 59848, 71317]"
29379676,2019-10-07,[0.0],[15800]
29379676,2019-10-22,"[4.752, 14.4, 7.2, 4.0, 3.2, 21.6, 21.6, 1.584, 2.4, 14.4, 5.7024]","[3337, 3372, 3410, 9974, 10965, 11574, 59848, 59874, 62706, 71317, 72548]"
29379676,2019-10-30,"[4.752, 4.8, 21.6, 1.6, 7.2, 10.8, 5.7024]","[3337, 3372, 3410, 10965, 11574, 59848, 72548]"
29379676,2019-10-31,"[4.752, 14.4, 28.8, 16.0, 50.4, 5.7024, 16.2, 8.0, 14.4, 5.7024]","[3337, 3372, 3410, 9974, 11574, 43113, 59848, 63627, 71317, 72548]"
29379676,2019-11-13,"[14.4, 0.6, 4.8, 1.2, 5.7024, 3.6, 10.8, 0.792]","[3372, 10946, 10965, 11766, 43113, 59847, 59848, 59874]"
29379676,2019-11-20,[2.4],[62706]
29379676,2019-12-02,"[7.2, 4.0, 1.8, 0.6, 10.296, 4.6008, 3.6, 5.4]","[3372, 9974, 10946, 10947, 45918, 54232, 59847, 59848]"
29379676,2019-12-12,"[4.752, 21.6, 7.2, 8.0, 4.8, 14.4, 5.7024, 10.8, 7.2, 8580.0, 5.7024]","[3337, 3372, 3410, 9974, 10965, 11574, 43113, 59848, 71317, 72396, 72548]"
29379676,2019-12-23,"[4.752, 14.4, 7.2, 8.0, 4.2, 0.6, 7.2, 1.2, 1.2, 9.2016, 10.8, 5.7024]","[3337, 3372, 3410, 9974, 10946, 10947, 11574, 11766, 19898, 54232, 59848, 76623]"
29379676,2020-01-09,"[4.752, 14.4, 50.4, 4.0, 1.2, 4.752, 4.8, 43.2, 0.6, 9.2016, 10.8, 0.792, 1.584, 4.0, 7.2, 11.4048]","[3337, 3372, 3410, 9974, 10947, 10957, 10965, 11574, 11766, 54232, 59848, 59873, 59874, 63627, 71317, 76623]"
29379676,2020-01-15,"[7.2, 21.6, 4.0, 0.792, 1.6, 12.0, 5.4, 1.584]","[3372, 3410, 9974, 10957, 10965, 11574, 59848, 59874]"
29379676,2020-01-24,"[8.0, 4.6008, 5.4, 7.2, 8580.0, 5.7024]","[9974, 54232, 59848, 71317, 72396, 76623]"
29379676,2020-02-11,"[14.256, 32.4, 14.4, 4.0, 0.6, 1.6, 2.4, 0.0, 0.6, 27.6048, 27.0, 0.792, 2.376, 4.8, 14.4, 11.4048]","[3337, 3372, 3410, 9974, 10947, 10965, 11766, 15800, 19898, 54232, 59848, 59873, 59874, 70579, 71317, 77589]"
29379676,2020-02-24,"[7.2, 28.8, 7.2, 5.4, 5.7024]","[3372, 3410, 11574, 59848, 77589]"
29379676,2020-02-27,"[4.752, 0.792, 28.8, 36.0, 8.0, 1.8, 4.752, 3.2, 21.6, 1.2, 4.0, 21.6, 0.792, 4.0, 14.4, 5.7024, 5.112]","[3337, 3338, 3372, 3410, 9974, 10946, 10957, 10965, 11574, 11766, 37961, 59848, 59873, 63627, 71317, 76623, 77313]"
29379676,2020-05-06,[8580.0],[72396]
29379676,2020-06-10,"[9.504, 1.584, 12.0, 14.4, 19.2, 4.2, 4.752, 13.2, 4.2, 4.2, 1.8, 4.2768, 8580.0, 11.4048, 46.008, 5.7024]","[3337, 3338, 3372, 3410, 9974, 10946, 10957, 11574, 11766, 19898, 59847, 59874, 72396, 76623, 77313, 77589]"
29379676,2020-06-22,"[36.0, 8.0, 4.2, 1.2, 4.752, 28.8, 4.2, 4.2, 21.6, 4.752, 4.0, 7.2, 5.7024, 30.672, 5.7024]","[3372, 9974, 10946, 10947, 10957, 11574, 11766, 19898, 59848, 59874, 63627, 71317, 76623, 77313, 77589]"
29379676,2020-07-01,"[0.792, 43.2, 3.2, 3.6, 21.6, 0.9798, 2.4, 7.2, 4.0, 1.0296]","[3338, 3372, 10965, 59847, 59848, 63445, 71275, 71317, 74582, 79923]"
29379676,2020-07-06,"[4.752, 72.0, 28.8, 4.2, 4.8, 36.0, 16.2, 10.224, 5.7024]","[3337, 3372, 3410, 10946, 10965, 11574, 59848, 77313, 77589]"
29379676,2020-07-10,"[4.752, 0.792, 57.6, 21.6, 8.0, 4.2, 1.2, 4.752, 4.8, 43.2, 4.2, 4.0, 7.2, 5.7024, 0.9504]","[3337, 3338, 3372, 3410, 9974, 10946, 10947, 10957, 10965, 11574, 19898, 63627, 71317, 77589, 79923]"
29379676,2020-07-20,"[4.752, 36.0, 21.6, 8.0, 4.2, 2.4, 4.752, 3.2, 36.0, 4.2, 16.2, 4.0, 7.2, 20.448, 5.7024, 0.9504]","[3337, 3372, 3410, 9974, 10946, 10947, 10957, 10965, 11574, 19898, 59848, 63627, 71317, 77313, 77589, 79923]"
29379676,2020-07-24,"[4.752, 31.2, 21.6, 4.0, 4.752, 1.6, 28.8, 16.2, 0.792, 7.2, 5.7024, 46.008, 5.7024]","[3337, 3372, 3410, 9974, 10957, 10965, 11574, 59848, 59873, 71317, 76623, 77313, 77589]"
29379676,2020-07-29,"[4.752, 7.2, 28.8, 5.4, 5.112]","[3337, 3372, 3410, 11574, 77313]"
29379676,2020-08-06,"[9.504, 21.6, 28.8, 28.8, 12.0, 4.752, 21.6, 16.2, 4.0, 7.2, 5.7024, 30.672, 11.4048, 1.0296]","[3337, 3372, 3410, 3411, 9974, 10957, 11574, 59848, 63627, 71317, 76623, 77313, 77589, 79923]"
29379676,2020-08-13,"[14.4, 7.2, 8.0, 4.2, 4.752, 14.4, 16.2, 4.0, 1.0296]","[3372, 3410, 9974, 10946, 10957, 11574, 59848, 63627, 79923]"
29379676,2020-08-26,"[4.752, 0.792, 28.8, 14.4, 12.0, 4.752, 3.2, 16.2, 4.752, 4.0, 5.7024, 1.0296]","[3337, 3338, 3372, 3410, 9974, 10957, 10965, 59848, 59874, 63627, 77589, 79923]"
29379676,2020-09-01,"[0.0, 7.2, 7.2, 4.0, 2.376, 7.2, 0.0, 4.0, 5.7024]","[3337, 3372, 3410, 9974, 10957, 11574, 59848, 63627, 77589]"
29379676,2020-09-16,"[4.752, 0.792, 28.8, 7.2, 0.0, 1.8, 0.0, 14.4]","[3337, 3338, 3372, 3410, 9974, 59847, 63627, 71317]"
29379676,2020-10-20,"[4.752, 7.2, 8.0, 14.4, 7.2]","[3337, 3372, 9974, 11574, 71317]"
29379676,2021-01-20,"[23.76, 3.6, 5.7024]","[3337, 59848, 76623]"
29379841,2019-08-07,"[120.0, 9.504, 136.8, 8.4, 92.016, 32.4, 8.0, 16.0]","[9974, 10957, 11574, 19898, 54232, 59848, 66738, 66839]"
29379841,2019-08-13,"[48.0, 16.0, 86.4, 8.0, 27.0, 10.8]","[9974, 10965, 11574, 37961, 59848, 60387]"
29379841,2019-08-16,[172.8],[11574]
29379841,2019-08-28,"[4.2, 122.4, 0.96, 0.6]","[10946, 11574, 18690, 33335]"
29379841,2019-09-04,"[172.8, 7.2, 64.0, 16.8, 6.4, 172.8, 3.36, 8.4, 1.584, 23.004, 5.4, 21.6, 5.4, 4.0, 16.0, 4.0, 8.0]","[3410, 5983, 9974, 10946, 10965, 11574, 18690, 19898, 47934, 54232, 59847, 59848, 60387, 63311, 63627, 66738, 66839]"
29379841,2019-09-10,"[6.4, 158.4, 10.8, 5.4, 21.6, 10.8, 16.0, 2.8512, 3.0, 86.4]","[10965, 11574, 21416, 59847, 59848, 60387, 63627, 64601, 65660, 71317]"
29379841,2019-09-11,[129.6],[3410]
29379841,2019-09-13,"[172.8, 172.8, 40.0, 4.2, 21.6, 4.2, 9.2016, 10.8, 16.0]","[3372, 3410, 9974, 10947, 15985, 20614, 54232, 60387, 66839]"
29379841,2019-09-24,"[7.2, 48.0, 8.4, 4.2, 4.752, 51.2, 8.4, 7.2, 0.6, 5.7024, 4.2, 32.2056, 21.6, 54.0, 16.2, 48.0, 16.0]","[5983, 9974, 10946, 10947, 10957, 10965, 19898, 21416, 33335, 43113, 53566, 54232, 59847, 59848, 60387, 63627, 66738]"
29379841,2019-09-25,[172.8],[71317]
29379841,2019-10-01,"[88.0, 4.2, 4.752, 10.8, 0.9504, 4.2, 4.2, 41.4072, 37.8, 4.0, 0.9504, 8.0]","[9974, 10946, 10957, 15985, 18827, 19898, 20614, 54232, 59848, 63311, 64590, 66839]"
29379841,2019-10-02,"[172.8, 172.8]","[3410, 11574]"
29379841,2019-10-03,[172.8],[11574]
29379841,2019-10-08,"[36.0, 7.2, 4.2, 16.2, 5.7024, 4.2, 10.8, 1.9596, 24.0]","[3372, 5983, 11766, 15985, 18827, 19898, 60387, 63445, 63627]"
29379841,2019-10-09,"[4.2, 3.36, 16.0, 16.0, 32.4, 3.0, 4.0]","[10946, 18690, 54632, 54639, 59848, 65660, 75534]"
29379841,2019-10-11,[122.4],[62706]
29379841,2019-10-17,"[86.4, 86.4, 108.0, 4.0, 27.0, 4.0, 16.0]","[3372, 3410, 11574, 37961, 60387, 63311, 66738]"
29379841,2019-10-22,"[172.8, 4.2, 4.2, 172.8, 5.7024, 4.2, 4.2, 10.8, 4.0, 8.0, 72.0]","[3410, 10946, 10947, 11574, 18827, 19898, 57005, 59847, 63311, 66839, 71317]"
29379841,2019-10-29,"[0.792, 172.8, 172.8, 144.0, 0.6, 8.4, 28.8, 172.8, 16.2, 16.0, 32.0, 10.8, 64.8, 1.9596, 40.0, 3.0, 16.0]","[3338, 3372, 3410, 9974, 10611, 10946, 10965, 11574, 15985, 37961, 54632, 59847, 59848, 63445, 63627, 65660, 66839]"
29379841,2019-11-04,"[5.7024, 4.2, 5.7024, 4.2, 23.004, 21.6, 0.9504, 64.8]","[18827, 20614, 43113, 53566, 54232, 60387, 64590, 71317]"
29379841,2019-11-05,"[172.8, 172.8]","[3410, 11574]"
29379841,2019-11-08,"[16.0, 3.6, 4.0, 32.0, 16.0]","[10965, 39616, 63311, 63627, 66738]"
29379841,2019-11-19,"[72.0, 8.4, 4.752, 16.2, 36.8064, 16.0, 10.8, 54.0, 16.2, 1.2, 4.0, 72.0, 5.7024]","[3372, 10946, 10957, 15985, 54232, 54632, 59847, 59848, 60387, 61629, 63311, 71317, 72548]"
29379841,2019-11-20,"[115.2, 7.2, 1.2, 4.752, 172.8, 3.36, 12.6, 4.2, 4.2, 0.9798]","[3410, 5983, 10611, 10957, 11574, 18690, 19898, 20614, 62707, 63466]"
29379841,2019-11-27,"[165.6, 4.2, 19.2, 172.8, 5.7024, 10.8, 54.0, 32.0, 4.0]","[3372, 10947, 10965, 11574, 43113, 59847, 59848, 63627, 74582]"
29379841,2019-11-29,"[0.0, 41.4072, 17.1072, 0.792, 1.188]","[15793, 54232, 72548, 77721, 77995]"
29379841,2019-12-02,"[172.8, 96.0, 8.4, 0.0, 16.2, 4.2, 32.0, 0.0, 10.8, 21.6, 1.8, 8.0, 1.9596, 3.0, 16.0, 16.0, 86.4]","[3410, 9974, 10946, 15800, 15985, 19898, 54632, 58245, 59286, 60387, 61629, 63311, 63445, 65660, 66738, 66839, 71317]"
29379841,2019-12-03,[115.2],[11574]
29379841,2019-12-09,"[172.8, 172.8, 32.0, 172.8, 4.2, 4.2, 32.0]","[3372, 3410, 10965, 11574, 20614, 53566, 63627]"
29379841,2019-12-11,"[4.752, 172.8, 2.4, 7.2, 51.2, 16.8, 4.2, 172.8, 4.2, 21.6, 4.2, 1.8, 11.4048, 36.8064, 48.0, 27.0, 21.6, 4.2, 21.6, 5.8788, 64.0, 3.0, 64.0, 16.0, 172.8]","[3337, 3410, 3411, 5983, 9974, 10946, 10947, 11574, 11766, 15985, 19898, 39616, 43113, 54232, 54632, 59847, 59848, 61629, 62706, 63445, 63627, 65660, 66780, 66839, 71317]"
29379841,2019-12-17,"[48.0, 4.2, 48.0, 4.0]","[3410, 19898, 63627, 74582]"
29379841,2019-12-18,"[6.0, 165.6]","[65660, 71317]"
29379841,2019-12-19,"[0.0, 118.8, 9.504]","[15793, 59848, 77721]"
29379841,2019-12-26,[11.4048],[76623]
29379841,2020-01-06,"[0.792, 1.2, 32.0, 4.2, 5.4, 21.6, 4.752, 10.8, 1.9008, 16.0]","[3338, 10611, 10965, 20614, 59286, 59847, 59874, 60387, 64601, 66839]"
29379841,2020-01-15,"[80.0, 4.2, 165.6, 4.0, 21.6, 5.7024]","[9974, 10946, 11574, 37961, 60387, 77589]"
29379841,2020-01-22,"[194.4, 136.8, 4.2, 4.2, 24.0]","[3410, 11574, 53566, 57005, 66839]"
29379841,2020-01-29,"[108.0, 28.8, 1.2, 172.8, 3.36, 5.4, 10.8, 37.8, 10.8, 4.0, 48.0, 32.0, 0.6, 4.0, 5.7024]","[3372, 3410, 10611, 11574, 18690, 59286, 59847, 59848, 60387, 63311, 63627, 66839, 71316, 74582, 77589]"
29379841,2020-02-05,"[4.752, 108.0, 21.6, 36.8064, 5.4, 48.6, 10.8, 8.0, 16.0, 6.0, 16.0, 5.7024]","[3337, 9974, 15985, 54232, 59286, 59848, 60387, 63311, 63627, 65660, 66738, 76623]"
29379841,2020-02-06,"[108.0, 345.6, 21.6, 4.2, 32.0]","[3410, 11574, 59847, 61629, 66839]"
29379841,2020-02-13,"[172.8, 180.0, 4.2, 4.752, 32.0, 4.2, 4.2, 1.584, 8.0, 5.4, 72.0, 8.0, 5.7024]","[3372, 3410, 10946, 10957, 10965, 19898, 20614, 30822, 37961, 39616, 63627, 74582, 77589]"
29379841,2020-02-18,[48.6],[59848]
29379841,2020-02-19,"[7.2, 8.0, 16.2, 75.6, 21.6, 64.0, 6.0, 0.6]","[5983, 54632, 59286, 59848, 60387, 63627, 65660, 71316]"
29379841,2020-02-21,"[129.6, 0.0, 16.2, 4.0, 0.792, 4.0, 8.0, 5.7024, 2.376, 2.8512]","[11574, 15793, 15985, 54632, 59873, 66780, 74582, 76623, 77721, 77995]"
29379841,2020-02-27,"[0.792, 88.0, 8.0, 8.0, 5.8788, 32.0, 62.4, 25.56, 5.7024]","[3338, 9974, 54639, 63311, 63445, 66839, 70579, 77313, 77589]"
29379841,2020-03-04,"[72.0, 8.4, 4.2, 158.4, 4.2, 32.0, 0.9504, 32.0]","[9974, 10946, 10947, 11574, 19898, 54632, 64590, 66839]"
29379841,2020-03-06,[172.8],[3410]
29379841,2020-03-10,"[93.6, 14.4, 16.0]","[3372, 11574, 63311]"
29379841,2020-06-15,"[4.752, 72.0, 172.8, 7.2, 12.6, 4.2, 19.2, 86.4, 16.2, 0.48, 4.2, 4.8, 0.6, 4.0, 4.2, 5.4, 0.792, 2.376, 16.2, 1.8, 16.0, 0.9798, 16.0, 16.0, 0.6, 0.792, 86.4, 4.0, 30.672, 5.7024]","[3337, 3372, 3410, 5983, 10946, 10947, 10965, 11574, 15985, 18690, 19898, 20614, 33335, 37961, 53566, 59847, 59873, 59874, 60387, 61629, 63311, 63466, 66738, 66839, 66989, 67561, 71317, 74582, 77313, 77589]"
29379841,2020-06-19,"[115.2, 80.0, 5.7024]","[3372, 9974, 76623]"
29379841,2020-06-25,"[4.752, 7.2, 21.0, 8.4, 4.752, 16.0, 4.2, 27.0, 3.36, 4.2, 0.6, 5.4, 21.6, 1.2, 16.0, 6.0, 16.0, 16.0, 1.2, 61.344]","[3337, 5983, 10946, 10947, 10957, 10965, 11766, 15985, 18690, 19898, 33335, 59847, 60387, 61629, 63311, 65660, 66738, 66839, 66989, 77313]"
29379841,2020-06-26,"[172.8, 120.0, 172.8, 8.4, 64.8]","[3410, 9974, 11574, 20614, 71317]"
29379841,2020-06-29,"[115.2, 115.2]","[3410, 11574]"
29379841,2020-07-02,"[345.6, 172.8, 14.4, 132.0, 0.6, 12.6, 4.752, 22.4, 27.0, 12.6, 8.4, 1.8, 4.2, 16.0, 16.0, 4.2, 10.8, 27.0, 27.0, 16.0, 86.4, 16.0, 17.1072]","[3372, 3410, 5983, 9974, 10611, 10946, 10957, 10965, 15985, 19898, 20614, 33335, 53566, 54632, 54639, 57005, 59847, 59848, 60387, 63627, 71317, 74582, 77589]"
29379841,2020-07-03,"[56.0, 76.68]","[66738, 77313]"
29379841,2020-07-09,[115.2],[11574]
29379841,2020-07-17,"[4.752, 44.8, 0.792, 8.0, 4.2, 5.4, 32.4, 1.584, 4.752, 32.4, 24.0, 0.9798, 40.0, 16.0, 4.0, 5.7024, 61.344, 8.0, 0.9504, 1.9008]","[3337, 10965, 30822, 54639, 57005, 59286, 59848, 59873, 59874, 60387, 63311, 63466, 63627, 66738, 74583, 76623, 77313, 78355, 79894, 79923]"
29379841,2020-07-22,"[172.8, 172.8, 16.8, 4.2, 172.8, 8.4, 1.8, 16.0, 32.4, 32.4, 1.8, 16.0, 1.8, 172.8]","[3372, 3410, 10946, 10947, 11574, 19898, 33335, 54639, 59848, 60387, 61629, 66738, 66989, 71317]"
29379841,2020-07-28,[151.2],[3410]
