,Material,Wholesaler,HLs,Dates
3990,54632,29379865,"[12.0, 12.0, 52.0, 60.0, 24.0, 24.0, 32.0, 12.0, 60.0, 12.0, 12.0, 12.0, 40.0]","[Timestamp('2019-08-05 00:00:00'), Timestamp('2019-08-14 00:00:00'), Timestamp('2019-09-03 00:00:00'), Timestamp('2019-11-05 00:00:00'), Timestamp('2020-01-20 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-03-03 00:00:00'), Timestamp('2020-06-29 00:00:00'), Timestamp('2020-07-02 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-09-23 00:00:00')]"
3991,54632,29379622,"[24.0, 40.0, 24.0, 20.0, 20.0, 20.0, 20.0]","[Timestamp('2020-02-10 00:00:00'), Timestamp('2020-03-05 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2020-09-21 00:00:00'), Timestamp('2020-10-13 00:00:00')]"
3992,54632,29563820,"[16.0, 8.0, 8.0, 24.0, 24.0, 4.0, 8.0, 8.0, 8.0, 8.0, 16.0, 8.0, 16.0, 16.0, 16.0, 8.0, 32.0, 8.0, 16.0, 36.0, 36.0, 24.0, 40.0, 16.0, 8.0, 8.0, 8.0, 8.0]","[Timestamp('2019-08-05 00:00:00'), Timestamp('2019-08-12 00:00:00'), Timestamp('2019-08-14 00:00:00'), Timestamp('2019-08-22 00:00:00'), Timestamp('2019-09-17 00:00:00'), Timestamp('2019-10-02 00:00:00'), Timestamp('2019-10-23 00:00:00'), Timestamp('2019-10-29 00:00:00'), Timestamp('2019-11-20 00:00:00'), Timestamp('2019-12-06 00:00:00'), Timestamp('2019-12-11 00:00:00'), Timestamp('2019-12-18 00:00:00'), Timestamp('2020-01-29 00:00:00'), Timestamp('2020-02-05 00:00:00'), Timestamp('2020-02-19 00:00:00'), Timestamp('2020-03-04 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-01 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-09-16 00:00:00'), Timestamp('2020-10-07 00:00:00'), Timestamp('2020-10-15 00:00:00')]"
3993,54632,29379838,[4.0],[Timestamp('2020-08-05 00:00:00')]
3994,54632,29379692,"[4.0, 24.0, 8.0, 8.0, 8.0, 12.0, 16.0, 12.0, 4.0, 16.0, 4.0, 12.0, 20.0, 24.0, 8.0, 24.0]","[Timestamp('2019-08-08 00:00:00'), Timestamp('2019-09-04 00:00:00'), Timestamp('2019-09-20 00:00:00'), Timestamp('2019-10-28 00:00:00'), Timestamp('2019-11-18 00:00:00'), Timestamp('2019-12-24 00:00:00'), Timestamp('2020-01-21 00:00:00'), Timestamp('2020-02-12 00:00:00'), Timestamp('2020-02-25 00:00:00'), Timestamp('2020-05-20 00:00:00'), Timestamp('2020-06-15 00:00:00'), Timestamp('2020-06-26 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-12 00:00:00')]"
3995,54632,29379682,"[28.8, 32.0, 24.0, 24.0, 24.0, 8.0, 36.0]","[Timestamp('2020-06-09 00:00:00'), Timestamp('2020-06-27 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-07-27 00:00:00'), Timestamp('2020-08-03 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-08-31 00:00:00')]"
3996,54632,29563834,"[16.0, 8.0, 4.0, 8.0, 8.0, 8.0, 8.0, 16.0, 16.0, 8.0, 16.0, 8.0, 40.0, 16.0]","[Timestamp('2019-08-09 00:00:00'), Timestamp('2019-10-25 00:00:00'), Timestamp('2019-11-18 00:00:00'), Timestamp('2019-12-02 00:00:00'), Timestamp('2020-01-02 00:00:00'), Timestamp('2020-01-21 00:00:00'), Timestamp('2020-02-18 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-07-02 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-08-03 00:00:00')]"
3997,54632,29379673,"[8.0, 4.0, 4.0, 16.0, 8.0, 0.0, 8.0]","[Timestamp('2019-12-31 00:00:00'), Timestamp('2020-03-06 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2020-09-25 00:00:00')]"
3998,54632,29379633,"[8.0, 16.0, 24.0, 8.0, 8.0, 8.0, 8.0, 8.0, 16.0, 8.0, 8.0, 8.0, 8.0, 8.0, 16.0, 16.0, 8.0, 16.0, 24.0, 16.0, 8.0, 8.0, 8.0, 16.0, 8.0, 24.0, 0.0, 24.0, 24.0]","[Timestamp('2019-09-10 00:00:00'), Timestamp('2019-09-16 00:00:00'), Timestamp('2019-10-14 00:00:00'), Timestamp('2019-10-29 00:00:00'), Timestamp('2019-11-04 00:00:00'), Timestamp('2019-11-13 00:00:00'), Timestamp('2019-11-18 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2019-12-09 00:00:00'), Timestamp('2019-12-16 00:00:00'), Timestamp('2019-12-23 00:00:00'), Timestamp('2019-12-26 00:00:00'), Timestamp('2020-01-20 00:00:00'), Timestamp('2020-01-27 00:00:00'), Timestamp('2020-01-28 00:00:00'), Timestamp('2020-02-13 00:00:00'), Timestamp('2020-03-02 00:00:00'), Timestamp('2020-06-18 00:00:00'), Timestamp('2020-06-26 00:00:00'), Timestamp('2020-07-13 00:00:00'), Timestamp('2020-07-20 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-17 00:00:00'), Timestamp('2020-08-19 00:00:00'), Timestamp('2020-09-07 00:00:00'), Timestamp('2020-09-14 00:00:00'), Timestamp('2020-09-21 00:00:00'), Timestamp('2020-09-28 00:00:00')]"
3999,54632,29378967,[56.0],[Timestamp('2019-11-27 00:00:00')]
4000,54632,29379696,"[16.0, 25.6, 88.0, 38.4, 48.0, 72.0]","[Timestamp('2019-09-05 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-07-27 00:00:00')]"
4001,54632,29379360,"[48.0, 24.0, 32.0, 32.0, 40.0, 40.0, 40.0]","[Timestamp('2019-08-12 00:00:00'), Timestamp('2020-02-25 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-07-01 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-08-13 00:00:00')]"
4002,54632,29379663,"[24.0, 8.0, 12.0, 21.2]","[Timestamp('2020-06-05 00:00:00'), Timestamp('2020-06-26 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-08-07 00:00:00')]"
4003,54632,29379859,"[32.0, 64.0, 64.0]","[Timestamp('2020-06-05 00:00:00'), Timestamp('2020-06-18 00:00:00'), Timestamp('2020-08-11 00:00:00')]"
4004,54632,29379658,"[16.0, 8.0, 4.0, 8.0, 8.0, 8.0, 38.4, 16.0, 64.0, 20.0, 24.0, 36.0, 20.0, 8.0, 0.0, 8.0]","[Timestamp('2019-08-26 00:00:00'), Timestamp('2019-09-04 00:00:00'), Timestamp('2019-10-22 00:00:00'), Timestamp('2020-01-08 00:00:00'), Timestamp('2020-05-19 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-06-22 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-09-09 00:00:00'), Timestamp('2020-09-23 00:00:00')]"
4005,54632,29431121,[0.0],[Timestamp('2020-07-01 00:00:00')]
4006,54632,29563830,"[4.0, 4.0, 24.0, 4.0, 4.0, 8.0, 24.0, 8.0, 4.0, 8.0, 8.0, 16.0, 16.0, 12.0, 40.0, 8.0, 16.0, 40.0, 16.0, 16.0, 8.0, 8.0, 8.0, 12.0, 8.0, 4.0]","[Timestamp('2019-08-16 00:00:00'), Timestamp('2019-08-22 00:00:00'), Timestamp('2019-09-11 00:00:00'), Timestamp('2019-10-17 00:00:00'), Timestamp('2019-10-30 00:00:00'), Timestamp('2019-11-06 00:00:00'), Timestamp('2019-12-03 00:00:00'), Timestamp('2020-01-03 00:00:00'), Timestamp('2020-01-22 00:00:00'), Timestamp('2020-02-25 00:00:00'), Timestamp('2020-03-04 00:00:00'), Timestamp('2020-06-09 00:00:00'), Timestamp('2020-06-10 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-26 00:00:00'), Timestamp('2020-09-09 00:00:00'), Timestamp('2020-09-15 00:00:00'), Timestamp('2020-09-30 00:00:00'), Timestamp('2020-10-15 00:00:00')]"
4007,54632,29563832,"[60.0, 32.0, 32.0, 8.0, 16.0, 16.0, 24.0, 16.0, 16.0, 6.4, 6.4, 6.4, 28.0, 12.0, 12.0]","[Timestamp('2019-09-20 00:00:00'), Timestamp('2019-11-12 00:00:00'), Timestamp('2019-12-10 00:00:00'), Timestamp('2020-01-15 00:00:00'), Timestamp('2020-01-29 00:00:00'), Timestamp('2020-02-26 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-06-26 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-08-04 00:00:00'), Timestamp('2020-08-10 00:00:00'), Timestamp('2020-08-27 00:00:00'), Timestamp('2020-09-22 00:00:00'), Timestamp('2020-10-07 00:00:00')]"
4008,54632,29379608,"[32.0, 12.0, 44.0, 16.0, 24.0, 48.0, 44.0, 28.0]","[Timestamp('2019-08-05 00:00:00'), Timestamp('2019-08-22 00:00:00'), Timestamp('2019-10-02 00:00:00'), Timestamp('2020-01-22 00:00:00'), Timestamp('2020-03-06 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-09-07 00:00:00')]"
4009,54632,29630747,[57.6],[Timestamp('2020-07-15 00:00:00')]
4010,54632,29379671,"[16.0, 4.0]","[Timestamp('2020-07-27 00:00:00'), Timestamp('2020-10-01 00:00:00')]"
4011,54632,29379627,[32.0],[Timestamp('2019-11-22 00:00:00')]
4012,54632,29379901,[64.0],[Timestamp('2020-03-16 00:00:00')]
4013,54632,29379672,"[4.0, 12.0, 8.0, 8.0, 16.0, 8.0, 8.0, 12.0, 12.0, 8.0, 12.0, 16.0]","[Timestamp('2019-08-26 00:00:00'), Timestamp('2019-09-03 00:00:00'), Timestamp('2019-10-08 00:00:00'), Timestamp('2019-12-11 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-07-02 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-08-04 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-09-08 00:00:00'), Timestamp('2020-10-06 00:00:00')]"
4014,54632,29379819,"[8.0, 4.0, 4.0, 4.0, 4.0, 12.0, 4.0, 4.0]","[Timestamp('2020-02-03 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-08-21 00:00:00'), Timestamp('2020-09-01 00:00:00'), Timestamp('2020-09-09 00:00:00'), Timestamp('2020-09-16 00:00:00')]"
4015,54632,29379620,"[16.0, 96.0, 32.0, 32.0, 16.0]","[Timestamp('2020-02-27 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-06-29 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-07-15 00:00:00')]"
4016,54632,29379611,"[16.0, 12.0, 4.0, 8.0, 12.0, 16.0, 8.0, 8.0, 16.0, 8.0, 8.0, 16.0, 40.0, 24.0, 48.0, 16.0, 8.0]","[Timestamp('2019-08-08 00:00:00'), Timestamp('2019-09-19 00:00:00'), Timestamp('2019-10-03 00:00:00'), Timestamp('2019-10-18 00:00:00'), Timestamp('2019-10-23 00:00:00'), Timestamp('2019-10-31 00:00:00'), Timestamp('2020-01-20 00:00:00'), Timestamp('2020-02-11 00:00:00'), Timestamp('2020-02-19 00:00:00'), Timestamp('2020-03-03 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-06-25 00:00:00'), Timestamp('2020-06-26 00:00:00'), Timestamp('2020-07-24 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-10-16 00:00:00')]"
4017,54632,29378895,"[4.0, 16.0, 4.0, 4.0, 8.0, 4.0, 4.0, 4.0]","[Timestamp('2019-09-19 00:00:00'), Timestamp('2019-11-21 00:00:00'), Timestamp('2020-02-17 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-07-10 00:00:00'), Timestamp('2020-08-07 00:00:00'), Timestamp('2020-09-16 00:00:00'), Timestamp('2020-10-08 00:00:00')]"
4018,54632,29563837,"[104.0, 32.0, 32.0, 32.0, 56.0, 0.0, 24.0, 12.0, 20.0]","[Timestamp('2019-12-10 00:00:00'), Timestamp('2020-06-03 00:00:00'), Timestamp('2020-06-16 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-03 00:00:00'), Timestamp('2020-09-09 00:00:00'), Timestamp('2020-09-16 00:00:00'), Timestamp('2020-09-29 00:00:00'), Timestamp('2020-10-07 00:00:00')]"
4019,54632,29379849,"[8.0, 24.0, 24.0, 24.0, 24.0, 16.0, 16.0, 48.0, 8.0, 40.0, 16.0, 24.0, 24.0, 16.0, 16.0, 32.0, 32.0, 24.0, 24.0, 24.0, 0.0, 40.0, 16.0, 24.0]","[Timestamp('2019-09-06 00:00:00'), Timestamp('2019-10-03 00:00:00'), Timestamp('2019-10-08 00:00:00'), Timestamp('2019-10-29 00:00:00'), Timestamp('2019-11-13 00:00:00'), Timestamp('2019-11-21 00:00:00'), Timestamp('2019-11-29 00:00:00'), Timestamp('2019-12-09 00:00:00'), Timestamp('2020-01-13 00:00:00'), Timestamp('2020-01-23 00:00:00'), Timestamp('2020-02-05 00:00:00'), Timestamp('2020-02-14 00:00:00'), Timestamp('2020-03-05 00:00:00'), Timestamp('2020-06-12 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-07-03 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-20 00:00:00'), Timestamp('2020-08-11 00:00:00'), Timestamp('2020-09-09 00:00:00'), Timestamp('2020-09-17 00:00:00'), Timestamp('2020-09-25 00:00:00'), Timestamp('2020-10-06 00:00:00')]"
4020,54632,29379657,[32.0],[Timestamp('2020-07-16 00:00:00')]
4021,54632,29379831,"[24.0, 4.0]","[Timestamp('2020-07-09 00:00:00'), Timestamp('2020-10-16 00:00:00')]"
4022,54632,29379615,"[4.0, 2.0, 4.0, 2.0, 4.0, 4.0, 4.0, 8.0]","[Timestamp('2019-08-20 00:00:00'), Timestamp('2019-11-08 00:00:00'), Timestamp('2019-12-26 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-07-07 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-09-22 00:00:00')]"
4023,54632,29379666,"[4.0, 24.0, 12.0, 8.0, 12.0, 12.0, 12.0, 24.0, 24.0, 16.0]","[Timestamp('2019-08-13 00:00:00'), Timestamp('2020-01-14 00:00:00'), Timestamp('2020-02-24 00:00:00'), Timestamp('2020-03-03 00:00:00'), Timestamp('2020-06-15 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-06-30 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-08-12 00:00:00')]"
4024,54632,29379698,"[12.0, 8.0, 12.0, 20.0, 8.0, 20.0, 20.0, 20.0, 16.0]","[Timestamp('2019-08-06 00:00:00'), Timestamp('2019-08-27 00:00:00'), Timestamp('2019-09-24 00:00:00'), Timestamp('2019-11-13 00:00:00'), Timestamp('2020-01-31 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-06-23 00:00:00'), Timestamp('2020-07-03 00:00:00'), Timestamp('2020-07-10 00:00:00')]"
4025,54632,29563833,"[4.0, 4.0, 8.0, 4.0, 4.0, 8.0]","[Timestamp('2019-08-05 00:00:00'), Timestamp('2019-09-19 00:00:00'), Timestamp('2019-11-25 00:00:00'), Timestamp('2020-06-08 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-08-20 00:00:00')]"
4026,54632,29379678,[32.0],[Timestamp('2020-07-15 00:00:00')]
4027,54632,29564005,"[24.0, 16.0, 32.0, 16.0, 20.0, 32.0, 16.0, 16.0, 8.0, 32.0, 32.0, 32.0, 40.0, 16.0, 32.0, 24.0, 16.0, 32.0, 8.0, 16.0]","[Timestamp('2019-08-02 00:00:00'), Timestamp('2019-08-12 00:00:00'), Timestamp('2019-09-16 00:00:00'), Timestamp('2019-10-03 00:00:00'), Timestamp('2019-10-25 00:00:00'), Timestamp('2019-11-07 00:00:00'), Timestamp('2019-11-21 00:00:00'), Timestamp('2019-12-30 00:00:00'), Timestamp('2020-01-27 00:00:00'), Timestamp('2020-02-07 00:00:00'), Timestamp('2020-06-25 00:00:00'), Timestamp('2020-06-29 00:00:00'), Timestamp('2020-07-03 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-08-12 00:00:00'), Timestamp('2020-08-20 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-09-29 00:00:00')]"
4028,54632,29379618,[16.0],[Timestamp('2020-10-05 00:00:00')]
4029,54632,29379537,"[12.0, 12.0, 12.0, 12.0, 8.0, 24.0, 24.0, 8.0, 12.0]","[Timestamp('2019-09-16 00:00:00'), Timestamp('2019-10-07 00:00:00'), Timestamp('2019-11-05 00:00:00'), Timestamp('2020-01-13 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-08-14 00:00:00'), Timestamp('2020-09-08 00:00:00'), Timestamp('2020-09-22 00:00:00'), Timestamp('2020-10-08 00:00:00')]"
4030,54632,29379860,[16.0],[Timestamp('2020-06-19 00:00:00')]
4031,54632,29379612,"[4.0, 4.0]","[Timestamp('2019-10-30 00:00:00'), Timestamp('2020-08-18 00:00:00')]"
4032,54632,29379894,"[8.0, 8.0, 12.0, 4.0, 8.0, 16.0, 4.0, 8.0, 4.0, 8.0, 12.0, 4.0, 4.0, 60.0, 0.0]","[Timestamp('2019-08-01 00:00:00'), Timestamp('2019-08-16 00:00:00'), Timestamp('2019-09-12 00:00:00'), Timestamp('2019-10-09 00:00:00'), Timestamp('2019-11-14 00:00:00'), Timestamp('2019-12-19 00:00:00'), Timestamp('2020-01-23 00:00:00'), Timestamp('2020-02-20 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-07-17 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-08-13 00:00:00'), Timestamp('2020-09-14 00:00:00')]"
4033,54632,29379613,"[8.0, 8.0]","[Timestamp('2020-10-14 00:00:00'), Timestamp('2020-11-27 00:00:00')]"
4034,54632,29379609,"[40.0, 16.0, 16.0, 40.0, 48.0, 8.0, 8.0, 16.0, 8.0, 8.0, 24.0, 8.0, 32.0, 32.0]","[Timestamp('2019-08-12 00:00:00'), Timestamp('2019-09-11 00:00:00'), Timestamp('2019-09-26 00:00:00'), Timestamp('2019-11-22 00:00:00'), Timestamp('2020-02-11 00:00:00'), Timestamp('2020-06-29 00:00:00'), Timestamp('2020-07-06 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-06 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-08-27 00:00:00'), Timestamp('2020-09-17 00:00:00')]"
4035,54632,29607967,[12.8],[Timestamp('2020-07-21 00:00:00')]
4036,54632,29563827,"[96.0, 72.0, 100.0, 24.0, 64.0, 52.0, 68.0, 60.0, 40.0, 40.0, 60.0, 56.0, 44.0, 60.0]","[Timestamp('2019-09-04 00:00:00'), Timestamp('2019-11-18 00:00:00'), Timestamp('2020-01-07 00:00:00'), Timestamp('2020-01-08 00:00:00'), Timestamp('2020-02-11 00:00:00'), Timestamp('2020-06-16 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-08-13 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-09-03 00:00:00'), Timestamp('2020-10-05 00:00:00')]"
4037,54632,29379604,"[16.0, 24.0, 32.0, 16.0, 16.0, 28.0, 16.0, 32.0, 24.0, 8.0, 24.0, 28.0]","[Timestamp('2019-09-05 00:00:00'), Timestamp('2019-10-08 00:00:00'), Timestamp('2019-11-04 00:00:00'), Timestamp('2019-12-13 00:00:00'), Timestamp('2020-02-13 00:00:00'), Timestamp('2020-05-27 00:00:00'), Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-07 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-07-31 00:00:00'), Timestamp('2020-09-04 00:00:00'), Timestamp('2020-09-29 00:00:00')]"
4038,54632,29756769,"[24.0, 32.0, 40.0, 12.0, 12.0, 16.0, 8.0, 24.0, 24.0, 16.0, 80.0, 40.0, 40.0, 40.0, 20.0, 32.0]","[Timestamp('2019-08-02 00:00:00'), Timestamp('2019-08-12 00:00:00'), Timestamp('2019-09-03 00:00:00'), Timestamp('2019-10-25 00:00:00'), Timestamp('2019-12-10 00:00:00'), Timestamp('2019-12-23 00:00:00'), Timestamp('2020-02-03 00:00:00'), Timestamp('2020-02-19 00:00:00'), Timestamp('2020-03-05 00:00:00'), Timestamp('2020-06-26 00:00:00'), Timestamp('2020-07-07 00:00:00'), Timestamp('2020-07-23 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-08-26 00:00:00'), Timestamp('2020-10-20 00:00:00')]"
4039,54632,29379835,"[12.8, 20.0]","[Timestamp('2020-08-03 00:00:00'), Timestamp('2020-08-11 00:00:00')]"
4040,54632,29379593,"[16.0, 32.0, 8.0, 16.0, 8.0, 24.0, 8.0, 24.0, 24.0, 8.0, 16.0, 16.0, 8.0, 16.0, 24.0, 8.0, 8.0]","[Timestamp('2019-08-27 00:00:00'), Timestamp('2019-09-03 00:00:00'), Timestamp('2019-11-13 00:00:00'), Timestamp('2019-11-21 00:00:00'), Timestamp('2020-02-12 00:00:00'), Timestamp('2020-03-16 00:00:00'), Timestamp('2020-06-05 00:00:00'), Timestamp('2020-07-08 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-07-21 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-08-04 00:00:00'), Timestamp('2020-08-18 00:00:00'), Timestamp('2020-08-24 00:00:00'), Timestamp('2020-09-01 00:00:00'), Timestamp('2020-09-15 00:00:00'), Timestamp('2020-10-06 00:00:00')]"
4041,54632,29832988,"[8.0, 8.0, 16.0, 20.0, 8.0, 16.0, 16.0]","[Timestamp('2020-06-11 00:00:00'), Timestamp('2020-06-17 00:00:00'), Timestamp('2020-06-25 00:00:00'), Timestamp('2020-07-09 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-30 00:00:00'), Timestamp('2020-09-09 00:00:00')]"
4042,54632,29379538,"[24.0, 16.0, 72.0, 16.0, 40.0, 16.0, 40.0, 24.0, 20.0]","[Timestamp('2019-08-07 00:00:00'), Timestamp('2019-08-22 00:00:00'), Timestamp('2019-09-11 00:00:00'), Timestamp('2019-12-02 00:00:00'), Timestamp('2019-12-30 00:00:00'), Timestamp('2020-01-21 00:00:00'), Timestamp('2020-02-14 00:00:00'), Timestamp('2020-06-11 00:00:00'), Timestamp('2020-09-02 00:00:00')]"
4043,54632,29379863,"[60.0, 12.0, 28.0, 16.0, 32.0]","[Timestamp('2020-07-20 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-08-21 00:00:00'), Timestamp('2020-08-26 00:00:00'), Timestamp('2020-09-16 00:00:00')]"
4044,54632,29379836,"[24.0, 16.0, 40.0, 24.0, 24.0, 16.0, 16.0, 16.0, 12.0, 8.0]","[Timestamp('2019-09-03 00:00:00'), Timestamp('2019-09-26 00:00:00'), Timestamp('2019-11-21 00:00:00'), Timestamp('2020-02-06 00:00:00'), Timestamp('2020-06-04 00:00:00'), Timestamp('2020-07-28 00:00:00'), Timestamp('2020-07-29 00:00:00'), Timestamp('2020-08-20 00:00:00'), Timestamp('2020-09-04 00:00:00'), Timestamp('2020-10-13 00:00:00')]"
4045,54632,29780131,[4.0],[Timestamp('2020-07-24 00:00:00')]
4046,54632,29379896,"[40.0, 8.0, 12.0, 32.0, 144.0, 32.0, 32.0, 48.0, 8.0, 16.0]","[Timestamp('2019-08-23 00:00:00'), Timestamp('2019-09-10 00:00:00'), Timestamp('2019-10-08 00:00:00'), Timestamp('2019-11-06 00:00:00'), Timestamp('2019-12-12 00:00:00'), Timestamp('2020-07-16 00:00:00'), Timestamp('2020-07-22 00:00:00'), Timestamp('2020-08-10 00:00:00'), Timestamp('2020-08-25 00:00:00'), Timestamp('2020-09-21 00:00:00')]"
4047,54632,29379628,"[48.0, 36.0]","[Timestamp('2020-06-26 00:00:00'), Timestamp('2020-08-14 00:00:00')]"
4048,54632,29379905,[60.0],[Timestamp('2020-02-10 00:00:00')]
4049,54632,29379001,[36.0],[Timestamp('2020-07-15 00:00:00')]
4050,54632,29425623,"[8.0, 12.0, 36.0, 120.0, 8.0, 32.0, 24.0, 28.0, 8.0]","[Timestamp('2019-09-03 00:00:00'), Timestamp('2019-09-18 00:00:00'), Timestamp('2019-10-24 00:00:00'), Timestamp('2019-11-27 00:00:00'), Timestamp('2020-06-19 00:00:00'), Timestamp('2020-07-15 00:00:00'), Timestamp('2020-08-05 00:00:00'), Timestamp('2020-09-23 00:00:00'), Timestamp('2020-12-29 00:00:00')]"
4051,54632,29379363,"[32.0, 4.0]","[Timestamp('2020-06-24 00:00:00'), Timestamp('2020-07-29 00:00:00')]"
4052,54632,29563809,[8.0],[Timestamp('2020-01-07 00:00:00')]
4053,54632,29379840,[0.0],[Timestamp('2020-09-11 00:00:00')]
